公表_年月日,無症状,軽症,中等症,重症,非公表,重複削除,日計,ここから右は北海道発表分のみ,年月日再掲,無症状.道.,軽症.道.,中等症.道.,重症.道.,非公表.道.,日計.道.,備考
2021-01-04,5,67,0,0,21,0,93,"",2021-01-04,0,0,0,0,0,0,""
2021-01-05,8,57,1,0,13,0,79,"",2021-01-05,0,0,0,0,0,0,""
2021-01-06,9,90,0,0,16,0,115,"",2021-01-06,0,0,0,0,0,0,""
2021-01-07,24,106,1,0,30,0,161,"",2021-01-07,0,0,0,0,0,0,""
2021-01-08,31,142,2,0,6,0,181,"",2021-01-08,0,0,0,0,0,0,""
2021-01-09,43,127,2,0,43,0,215,"",2021-01-09,0,0,0,0,0,0,""
2021-01-10,36,132,4,0,16,0,188,"",2021-01-10,0,0,0,0,0,0,""
2021-01-11,32,93,2,0,8,0,135,"",2021-01-11,0,0,0,0,0,0,""
2021-01-12,23,106,3,0,13,0,145,"",2021-01-12,0,0,0,0,0,0,""
2021-01-13,16,82,0,0,11,0,109,"",2021-01-13,0,0,0,0,0,0,""
2021-01-14,45,135,4,0,10,0,194,"",2021-01-14,0,0,0,0,0,0,""
2021-01-15,43,124,1,1,33,0,202,"",2021-01-15,0,0,0,0,0,0,""
2021-01-16,67,113,1,0,11,0,192,"",2021-01-16,0,0,0,0,0,0,""
2021-01-17,34,83,1,0,6,0,124,"",2021-01-17,0,0,0,0,0,0,""
2021-01-18,23,89,7,0,6,0,125,"",2021-01-18,0,0,0,0,0,0,""
2021-01-19,22,64,1,0,5,0,92,"",2021-01-19,0,0,0,0,0,0,""
2021-01-20,29,82,0,0,53,0,164,"",2021-01-20,0,0,0,0,0,0,""
2021-01-21,21,91,4,0,14,0,130,"",2021-01-21,0,0,0,0,0,0,""
2021-01-22,25,67,3,0,16,0,111,"",2021-01-22,0,0,0,0,0,0,""
2021-01-23,26,95,1,0,16,0,138,"",2021-01-23,0,0,0,0,0,0,""
2021-01-24,22,66,0,0,6,0,94,"",2021-01-24,0,0,0,0,0,0,""
2021-01-25,24,61,1,1,1,0,88,"",2021-01-25,0,0,0,0,0,0,""
2021-01-26,35,51,1,0,19,0,106,"",2021-01-26,0,0,0,0,0,0,""
2021-01-27,26,104,1,0,16,0,147,"",2021-01-27,0,0,0,0,0,0,""
2021-01-28,33,75,2,0,5,0,115,"",2021-01-28,0,0,0,0,0,0,""
2021-01-29,22,79,1,1,8,0,111,"",2021-01-29,0,0,0,0,0,0,""
2021-01-30,20,74,2,0,10,0,106,"",2021-01-30,0,0,0,0,0,0,""
2021-01-31,24,60,7,0,13,0,104,"",2021-01-31,0,0,0,0,0,0,""
2021-02-01,13,61,1,0,1,0,76,"",2021-02-01,0,0,0,0,0,0,""
2021-02-02,19,65,1,0,20,0,105,"",2021-02-02,0,0,0,0,0,0,""
2021-02-03,31,59,1,0,3,0,94,"",2021-02-03,0,0,0,0,0,0,""
2021-02-04,41,73,1,0,5,0,120,"",2021-02-04,0,0,0,0,0,0,""
2021-02-05,16,58,1,0,18,0,93,"",2021-02-05,0,0,0,0,0,0,""
2021-02-06,13,62,1,0,2,0,78,"",2021-02-06,0,0,0,0,0,0,""
2021-02-07,12,35,0,0,22,0,69,"",2021-02-07,0,0,0,0,0,0,""
2021-02-08,3,45,1,0,1,0,50,"",2021-02-08,0,0,0,0,0,0,""
2021-02-09,1,26,2,0,12,0,41,"",2021-02-09,0,0,0,0,0,0,""
2021-02-10,14,44,2,0,4,0,64,"",2021-02-10,0,0,0,0,0,0,""
2021-02-11,10,49,3,0,30,0,92,"",2021-02-11,0,0,0,0,0,0,""
2021-02-12,23,43,0,0,9,0,75,"",2021-02-12,0,0,0,0,0,0,""
2021-02-13,11,26,0,0,2,0,39,"",2021-02-13,0,0,0,0,0,0,""
2021-02-14,12,34,1,0,5,0,52,"",2021-02-14,0,0,0,0,0,0,""
2021-02-15,8,28,2,0,3,0,41,"",2021-02-15,0,0,0,0,0,0,""
2021-02-16,14,22,0,0,8,0,44,"",2021-02-16,0,0,0,0,0,0,""
2021-02-17,13,43,0,0,8,0,64,"",2021-02-17,0,0,0,0,0,0,""
2021-02-18,8,12,1,0,11,0,32,"",2021-02-18,0,0,0,0,0,0,""
2021-02-19,8,30,0,0,5,0,43,"",2021-02-19,0,0,0,0,0,0,""
2021-02-20,8,14,1,0,11,0,34,"",2021-02-20,0,0,0,0,0,0,""
2021-02-21,12,32,1,0,18,0,63,"",2021-02-21,0,0,0,0,0,0,""
2021-02-22,5,13,1,0,2,0,21,"",2021-02-22,0,0,0,0,0,0,""
2021-02-23,11,39,1,0,15,0,66,"",2021-02-23,0,0,0,0,0,0,""
2021-02-24,11,25,0,1,6,0,43,"",2021-02-24,0,0,0,0,0,0,""
2021-02-25,7,30,0,0,6,0,43,"",2021-02-25,0,0,0,0,0,0,""
2021-02-26,9,21,2,0,4,0,36,"",2021-02-26,0,0,0,0,0,0,""
2021-02-27,10,29,0,0,4,0,43,"",2021-02-27,0,0,0,0,0,0,""
2021-02-28,9,14,2,0,2,0,27,"",2021-02-28,0,0,0,0,0,0,""
2021-03-01,10,15,1,0,3,0,29,"",2021-03-01,0,0,0,0,0,0,""
2021-03-02,5,22,2,0,0,0,29,"",2021-03-02,0,0,0,0,0,0,""
2021-03-03,9,39,10,0,2,0,60,"",2021-03-03,0,0,0,0,0,0,""
2021-03-04,11,45,8,0,2,0,66,"",2021-03-04,0,0,0,0,0,0,""
2021-03-05,20,38,1,0,5,0,64,"",2021-03-05,0,0,0,0,0,0,""
2021-03-06,15,31,1,0,0,0,47,"",2021-03-06,0,0,0,0,0,0,""
2021-03-07,18,59,3,0,4,0,84,"",2021-03-07,0,0,0,0,0,0,""
2021-03-08,16,39,4,0,4,0,63,"",2021-03-08,0,0,0,0,0,0,""
2021-03-09,22,37,0,0,4,0,63,"",2021-03-09,0,0,0,0,0,0,""
2021-03-10,12,47,1,0,5,0,65,"",2021-03-10,0,0,0,0,0,0,""
2021-03-11,18,49,2,0,2,0,71,"",2021-03-11,0,0,0,0,0,0,""
2021-03-12,24,26,0,0,3,0,53,"",2021-03-12,0,0,0,0,0,0,""
2021-03-13,11,41,0,0,6,0,58,"",2021-03-13,0,0,0,0,0,0,""
2021-03-14,9,30,1,0,5,0,45,"",2021-03-14,0,0,0,0,0,0,""
2021-03-15,22,29,1,0,2,0,54,"",2021-03-15,0,0,0,0,0,0,""
2021-03-16,16,46,2,0,5,0,69,"",2021-03-16,0,0,0,0,0,0,""
2021-03-17,12,51,1,0,9,0,73,"",2021-03-17,0,0,0,0,0,0,""
2021-03-18,23,71,1,0,1,0,96,"",2021-03-18,0,0,0,0,0,0,""
2021-03-19,20,52,1,0,5,0,78,"",2021-03-19,0,0,0,0,0,0,""
2021-03-20,15,31,0,0,5,0,51,"",2021-03-20,0,0,0,0,0,0,""
2021-03-21,24,32,0,0,4,0,60,"",2021-03-21,0,0,0,0,0,0,""
2021-03-22,16,31,0,0,3,0,50,"",2021-03-22,0,0,0,0,0,0,""
2021-03-23,9,31,0,0,2,0,42,"",2021-03-23,0,0,0,0,0,0,""
2021-03-24,14,54,2,0,11,0,81,"",2021-03-24,0,0,0,0,0,0,""
2021-03-25,12,48,0,0,7,0,67,"",2021-03-25,0,0,0,0,0,0,""
2021-03-26,13,53,0,0,3,0,69,"",2021-03-26,0,0,0,0,0,0,""
2021-03-27,13,46,0,0,3,0,62,"",2021-03-27,0,0,0,0,0,0,""
2021-03-28,23,43,1,0,7,0,74,"",2021-03-28,0,0,0,0,0,0,""
2021-03-29,12,27,2,0,5,0,46,"",2021-03-29,0,0,0,0,0,0,""
2021-03-30,16,35,0,0,5,0,56,"",2021-03-30,0,0,0,0,0,0,""
2021-03-31,12,55,2,0,7,0,76,"",2021-03-31,0,0,0,0,0,0,""
2021-04-01,10,36,0,0,11,0,57,"",2021-04-01,0,0,0,0,0,0,""
2021-04-02,5,40,0,0,12,0,57,"",2021-04-02,0,0,0,0,0,0,""
2021-04-03,15,41,0,0,10,0,66,"",2021-04-03,0,0,0,0,0,0,""
2021-04-04,5,34,1,0,13,0,53,"",2021-04-04,0,0,0,0,0,0,""
2021-04-05,14,32,0,0,25,0,71,"",2021-04-05,0,0,0,0,0,0,""
2021-04-06,10,36,0,0,17,0,63,"",2021-04-06,0,0,0,0,0,0,""
2021-04-07,22,40,0,0,10,0,72,"",2021-04-07,0,0,0,0,0,0,""
2021-04-08,15,49,1,0,14,0,79,"",2021-04-08,0,0,0,0,0,0,""
2021-04-09,15,49,0,0,19,0,83,"",2021-04-09,0,0,0,0,0,0,""
2021-04-10,21,69,0,0,26,0,116,"",2021-04-10,0,0,0,0,0,0,""
2021-04-11,17,43,0,0,9,0,69,"",2021-04-11,0,0,0,0,0,0,""
2021-04-12,11,38,0,0,9,0,58,"",2021-04-12,0,0,0,0,0,0,""
2021-04-13,14,23,0,0,23,0,60,"",2021-04-13,0,0,0,0,0,0,""
2021-04-14,11,49,0,1,16,0,77,"",2021-04-14,0,0,0,0,0,0,""
2021-04-15,5,57,0,0,39,0,101,"",2021-04-15,0,0,0,0,0,0,""
2021-04-16,21,55,2,0,20,0,98,"",2021-04-16,0,0,0,0,0,0,""
2021-04-17,13,56,0,0,40,0,109,"",2021-04-17,0,0,0,0,0,0,""
2021-04-18,17,57,0,0,24,0,98,"",2021-04-18,0,0,0,0,0,0,""
2021-04-19,15,54,0,0,9,0,78,"",2021-04-19,0,0,0,0,0,0,""
2021-04-20,13,69,0,0,24,0,106,"",2021-04-20,0,0,0,0,0,0,""
2021-04-21,24,85,0,0,15,0,124,"",2021-04-21,0,0,0,0,0,0,""
2021-04-22,27,106,0,0,20,0,153,"",2021-04-22,0,0,0,0,0,0,""
2021-04-23,37,99,1,0,21,0,158,"",2021-04-23,0,0,0,0,0,0,""
2021-04-24,34,103,1,0,22,0,160,"",2021-04-24,0,0,0,0,0,0,""
2021-04-25,22,80,0,0,8,0,110,"",2021-04-25,0,0,0,0,0,0,""
2021-04-26,31,97,0,0,11,0,139,"",2021-04-26,0,0,0,0,0,0,""
2021-04-27,19,83,1,0,18,0,121,"",2021-04-27,0,0,0,0,0,0,""
2021-04-28,44,160,2,0,13,0,219,"",2021-04-28,0,0,0,0,0,0,""
2021-04-29,39,150,0,0,45,0,234,"",2021-04-29,0,0,0,0,0,0,""
2021-04-30,30,139,1,0,17,0,187,"",2021-04-30,0,0,0,0,0,0,""
2021-05-01,42,111,1,0,26,0,180,"",2021-05-01,0,0,0,0,0,0,""
2021-05-02,52,214,0,0,60,0,326,"",2021-05-02,0,0,0,0,0,0,""
2021-05-03,17,83,0,0,14,0,114,"",2021-05-03,0,0,0,0,0,0,""
2021-05-04,55,150,1,0,27,0,233,"",2021-05-04,0,0,0,0,0,0,""
2021-05-05,30,136,2,0,13,0,181,"",2021-05-05,0,0,0,0,0,0,""
2021-05-06,59,232,1,0,28,0,320,"",2021-05-06,0,0,0,0,0,0,""
2021-05-07,38,180,0,0,30,0,248,"",2021-05-07,0,0,0,0,0,0,""
2021-05-08,47,271,4,0,81,0,403,"",2021-05-08,0,0,0,0,0,0,""
2021-05-09,63,350,2,0,91,0,506,"",2021-05-09,0,0,0,0,0,0,""
2021-05-10,23,270,2,0,114,0,409,"",2021-05-10,0,0,0,0,0,0,""
2021-05-11,40,364,0,0,17,0,421,"",2021-05-11,0,0,0,0,0,0,""
2021-05-12,46,462,2,0,19,0,529,"",2021-05-12,0,0,0,0,0,0,""
2021-05-13,61,620,4,0,27,0,712,"",2021-05-13,0,0,0,0,0,0,""
2021-05-14,67,492,3,0,31,0,593,"",2021-05-14,0,0,0,0,0,0,""
2021-05-15,70,469,2,0,25,0,566,"",2021-05-15,0,0,0,0,0,0,""
2021-05-16,58,415,1,0,17,0,491,"",2021-05-16,0,0,0,0,0,0,""
2021-05-17,47,313,2,1,9,0,372,"",2021-05-17,0,0,0,0,0,0,""
2021-05-18,57,446,7,0,22,1,532,"",2021-05-18,0,0,0,0,0,0,""
2021-05-19,79,486,5,1,33,0,604,"",2021-05-19,0,0,0,0,0,0,""
2021-05-20,110,529,8,1,33,0,681,"",2021-05-20,0,0,0,0,0,0,""
2021-05-21,119,576,6,1,25,0,727,"",2021-05-21,0,0,0,0,0,0,""
2021-05-22,125,495,7,1,30,0,658,"",2021-05-22,0,0,0,0,0,0,""
2021-05-23,96,477,6,0,26,0,605,"",2021-05-23,0,0,0,0,0,0,""
2021-05-24,105,256,2,0,3,0,366,"",2021-05-24,0,0,0,0,0,0,""
2021-05-25,63,348,10,0,38,0,459,"",2021-05-25,0,0,0,0,0,0,""
2021-05-26,109,391,8,0,43,0,551,"",2021-05-26,0,0,0,0,0,0,""
2021-05-27,131,412,5,0,22,0,570,"",2021-05-27,0,0,0,0,0,0,""
2021-05-28,81,322,8,0,12,0,423,"",2021-05-28,0,0,0,0,0,0,""
2021-05-29,100,311,6,0,25,0,442,"",2021-05-29,0,0,0,0,0,0,""
2021-05-30,50,215,7,0,16,0,288,"",2021-05-30,0,0,0,0,0,0,""
2021-05-31,45,229,1,0,4,0,279,"",2021-05-31,0,0,0,0,0,0,""
2021-06-01,42,193,5,0,14,0,254,"",2021-06-01,0,0,0,0,0,0,""
2021-06-02,57,225,4,0,31,0,317,"",2021-06-02,0,0,0,0,0,0,""
2021-06-03,57,219,6,0,18,0,300,"",2021-06-03,0,0,0,0,0,0,""
2021-06-04,32,153,3,0,15,0,203,"",2021-06-04,0,0,0,0,0,0,""
2021-06-05,44,188,5,1,38,0,276,"",2021-06-05,0,0,0,0,0,0,""
2021-06-06,30,140,3,0,10,0,183,"",2021-06-06,0,0,0,0,0,0,""
2021-06-07,28,112,3,0,4,0,147,"",2021-06-07,0,0,0,0,0,0,""
2021-06-08,15,96,1,0,8,0,120,"",2021-06-08,0,0,0,0,0,0,""
2021-06-09,25,137,5,0,12,0,179,"",2021-06-09,0,0,0,0,0,0,""
2021-06-10,37,137,2,0,6,0,182,"",2021-06-10,0,0,0,0,0,0,""
2021-06-11,16,110,5,0,14,0,145,"",2021-06-11,0,0,0,0,0,0,""
2021-06-12,24,91,2,0,8,0,125,"",2021-06-12,0,0,0,0,0,0,""
2021-06-13,21,56,1,0,4,0,82,"",2021-06-13,0,0,0,0,0,0,""
2021-06-14,18,56,0,0,0,0,74,"",2021-06-14,0,0,0,0,0,0,""
2021-06-15,13,70,2,0,2,0,87,"",2021-06-15,0,0,0,0,0,0,""
2021-06-16,14,73,0,0,1,0,88,"",2021-06-16,0,0,0,0,0,0,""
2021-06-17,22,43,1,0,7,0,73,"",2021-06-17,0,0,0,0,0,0,""
2021-06-18,13,50,0,0,13,0,76,"",2021-06-18,0,0,0,0,0,0,""
2021-06-19,12,61,0,0,0,0,73,"",2021-06-19,0,0,0,0,0,0,この日より前は集計データなし
2021-06-20,6,45,1,0,0,0,52,"",2021-06-20,0,10,0,0,0,10,道発表のデータはこの日以降入力済み
2021-06-21,7,28,0,0,2,0,37,"",2021-06-21,1,4,0,0,0,5,""
2021-06-22,7,22,0,0,0,0,29,"",2021-06-22,1,5,0,0,0,6,""
2021-06-23,11,34,0,0,4,0,49,"",2021-06-23,2,6,0,0,0,8,""
2021-06-24,1,22,0,0,3,0,26,"",2021-06-24,0,5,0,0,0,5,""
2021-06-25,5,21,4,0,3,0,33,"",2021-06-25,1,6,2,0,0,9,""
2021-06-26,4,34,2,1,6,0,47,"",2021-06-26,2,7,2,0,0,11,""
2021-06-27,4,24,0,0,0,0,28,"",2021-06-27,0,8,0,0,0,8,""
2021-06-28,4,23,0,0,0,0,27,"",2021-06-28,2,5,0,0,0,7,""
2021-06-29,5,17,1,0,0,0,23,"",2021-06-29,0,4,0,0,0,4,""
2021-06-30,7,30,0,0,1,0,38,"",2021-06-30,2,5,0,0,0,7,""
2021-07-01,5,33,0,0,1,0,39,"",2021-07-01,4,7,0,0,0,11,""
2021-07-02,5,18,0,0,3,0,26,"",2021-07-02,0,6,0,0,0,6,""
2021-07-03,9,19,1,0,1,0,30,"",2021-07-03,1,8,0,0,0,9,""
2021-07-04,4,30,0,0,5,0,39,"",2021-07-04,2,14,0,0,0,16,""
2021-07-05,2,22,1,0,4,0,29,"",2021-07-05,0,7,1,0,0,8,""
2021-07-06,4,23,0,0,7,0,34,"",2021-07-06,2,9,0,0,0,11,""
2021-07-07,15,42,1,0,9,0,67,"",2021-07-07,4,15,1,0,0,20,""
2021-07-08,8,47,1,0,6,0,62,"",2021-07-08,0,13,1,0,0,14,""
2021-07-09,10,33,1,0,6,0,50,"",2021-07-09,3,10,1,0,0,14,""
2021-07-10,6,50,0,0,8,0,64,"",2021-07-10,3,15,0,0,0,18,""
2021-07-11,17,28,0,0,11,0,56,"",2021-07-11,10,9,0,0,0,19,""
2021-07-12,6,33,0,0,8,0,47,"",2021-07-12,1,11,0,0,0,12,""
2021-07-13,7,49,1,0,3,0,60,"",2021-07-13,2,15,1,0,0,18,""
2021-07-14,14,52,1,0,8,0,75,"",2021-07-14,1,11,1,0,0,13,""
2021-07-15,16,60,1,0,8,0,85,"",2021-07-15,2,17,0,0,0,19,""
2021-07-16,7,58,1,0,7,0,73,"",2021-07-16,0,14,0,0,0,14,""
2021-07-17,11,97,1,0,2,0,111,"",2021-07-17,3,15,1,0,0,19,""
2021-07-18,20,70,2,1,14,0,107,"",2021-07-18,6,14,2,1,0,23,""
2021-07-19,10,59,0,0,1,0,70,"",2021-07-19,3,7,0,0,0,10,""
2021-07-20,18,79,1,0,6,0,104,"",2021-07-20,5,17,1,0,0,23,""
2021-07-21,18,90,1,0,9,0,118,"",2021-07-21,3,32,0,0,0,35,""
2021-07-22,21,110,0,0,9,0,140,"",2021-07-22,12,26,0,0,0,38,""
2021-07-23,14,58,1,0,6,0,79,"",2021-07-23,3,24,1,0,0,28,""
2021-07-24,14,100,0,0,4,0,118,"",2021-07-24,4,22,0,0,0,26,""
2021-07-25,9,84,0,0,20,0,113,"",2021-07-25,1,20,0,0,0,21,""
2021-07-26,22,105,0,0,10,0,137,"",2021-07-26,5,28,0,0,0,33,""
2021-07-27,15,108,4,0,11,0,138,"",2021-07-27,4,35,3,0,0,42,""
2021-07-28,26,186,2,0,13,0,227,"",2021-07-28,14,54,1,0,0,69,""
2021-07-29,27,215,1,0,17,0,260,"",2021-07-29,11,66,1,0,0,78,""
2021-07-30,29,207,0,0,14,0,250,"",2021-07-30,11,77,0,0,0,88,""
2021-07-31,23,242,3,0,16,0,284,"",2021-07-31,6,52,2,0,0,60,""
2021-08-01,37,225,0,0,5,0,267,"",2021-08-01,14,69,0,0,0,83,""
2021-08-02,28,185,0,0,4,0,217,"",2021-08-02,2,46,0,0,0,48,""
2021-08-03,19,173,1,0,18,0,211,"",2021-08-03,4,58,0,0,0,62,""
2021-08-04,44,306,0,1,15,0,366,"",2021-08-04,5,90,0,1,0,96,""
2021-08-05,42,288,1,1,10,0,342,"",2021-08-05,18,74,0,0,0,92,""
2021-08-06,29,239,1,1,13,0,283,"",2021-08-06,12,77,1,0,0,90,""
2021-08-07,37,297,0,0,13,0,347,"",2021-08-07,8,71,0,0,0,79,""
2021-08-08,41,257,1,0,9,0,308,"",2021-08-08,17,74,1,0,0,92,""
2021-08-09,38,266,1,0,5,0,310,"",2021-08-09,7,62,0,0,0,69,""
2021-08-10,83,244,1,1,18,0,347,"",2021-08-10,5,75,0,0,0,80,""
2021-08-11,47,282,2,0,20,0,351,"",2021-08-11,15,84,1,0,0,100,""
2021-08-12,50,398,4,0,28,0,480,"",2021-08-12,20,143,2,0,0,165,""
2021-08-13,46,357,2,0,49,0,454,"",2021-08-13,16,131,2,0,0,149,""
2021-08-14,61,383,2,0,33,0,479,"",2021-08-14,17,100,0,0,0,117,""
2021-08-15,39,295,0,0,32,0,366,"",2021-08-15,12,105,0,0,0,117,""
2021-08-16,51,281,2,0,23,0,357,"",2021-08-16,20,67,1,0,0,88,""
2021-08-17,43,309,2,0,56,0,410,"",2021-08-17,22,115,2,0,0,139,""
2021-08-18,51,471,5,0,68,0,595,"",2021-08-18,18,179,1,0,0,198,""
2021-08-19,62,443,5,0,65,0,575,"",2021-08-19,13,157,2,0,0,172,""
2021-08-20,70,385,3,0,65,0,523,"",2021-08-20,36,130,0,0,0,166,""
2021-08-21,69,434,3,0,73,0,579,"",2021-08-21,20,153,1,0,0,174,""
2021-08-22,59,417,3,0,50,0,529,"",2021-08-22,16,148,1,0,0,165,""
2021-08-23,48,304,3,0,65,0,420,"",2021-08-23,15,88,3,0,0,106,""
2021-08-24,53,306,4,0,63,0,426,"",2021-08-24,8,114,1,0,0,123,""
2021-08-25,79,392,3,0,94,0,568,"",2021-08-25,32,135,1,0,0,168,""
2021-08-26,58,371,5,0,70,0,504,"",2021-08-26,22,101,2,0,0,125,""
2021-08-27,41,285,7,0,49,0,382,"",2021-08-27,11,115,3,0,0,129,""
2021-08-28,64,315,5,0,73,0,457,"",2021-08-28,13,87,0,0,0,100,""
2021-08-29,47,265,2,0,45,0,359,"",2021-08-29,18,90,2,0,0,110,""
2021-08-30,23,195,1,0,47,0,266,"",2021-08-30,10,67,1,0,0,78,""
2021-08-31,56,223,2,0,24,0,305,"",2021-08-31,10,84,1,0,0,95,""
2021-09-01,38,260,2,0,51,0,351,"",2021-09-01,13,95,2,0,0,110,""
2021-09-02,41,248,3,1,21,0,314,"",2021-09-02,11,65,3,1,0,80,""
2021-09-03,30,192,2,0,27,0,251,"",2021-09-03,8,44,1,0,0,53,""
2021-09-04,32,165,2,0,25,0,224,"",2021-09-04,9,55,1,0,0,65,""
2021-09-05,30,172,2,0,14,0,218,"",2021-09-05,9,33,2,0,0,44,""
2021-09-06,12,95,3,1,12,0,123,"",2021-09-06,3,18,1,1,0,23,""
2021-09-07,8,106,3,0,20,0,137,"",2021-09-07,1,39,0,0,0,40,""
2021-09-08,26,134,3,1,16,0,180,"",2021-09-08,10,41,0,0,0,51,""
2021-09-09,17,107,1,0,19,0,144,"",2021-09-09,5,32,1,0,0,38,""
2021-09-10,5,98,0,0,14,0,117,"",2021-09-10,0,34,0,0,0,34,""
2021-09-11,28,104,1,1,22,0,156,"",2021-09-11,9,31,0,1,0,41,""
2021-09-12,13,84,1,0,18,0,116,"",2021-09-12,6,23,0,0,0,29,""
2021-09-13,14,29,1,0,11,0,55,"",2021-09-13,0,3,0,0,0,3,""
2021-09-14,5,69,4,0,13,0,91,"",2021-09-14,1,17,0,0,0,18,""
2021-09-15,17,80,2,0,11,0,110,"",2021-09-15,4,14,0,0,0,18,""
2021-09-16,7,71,1,1,14,0,94,"",2021-09-16,2,11,0,1,0,14,""
2021-09-17,11,58,3,0,12,0,84,"",2021-09-17,2,14,0,0,0,16,""
2021-09-18,11,50,0,0,16,0,77,"",2021-09-18,3,10,0,0,0,13,""
2021-09-19,7,61,1,0,6,0,75,"",2021-09-19,0,9,0,0,0,9,""
2021-09-20,8,37,0,0,5,0,50,"",2021-09-20,1,7,0,0,0,8,""
2021-09-21,3,29,0,0,4,0,36,"",2021-09-21,1,4,0,0,0,5,""
2021-09-22,3,45,0,0,8,0,56,"",2021-09-22,2,7,0,0,0,9,""
2021-09-23,10,54,1,0,11,0,76,"",2021-09-23,4,22,0,0,0,26,""
2021-09-24,7,44,1,0,11,0,63,"",2021-09-24,2,14,1,0,0,17,""
2021-09-25,16,37,0,0,10,0,63,"",2021-09-25,3,6,0,0,0,9,""
2021-09-26,4,40,1,0,9,0,54,"",2021-09-26,0,10,0,0,0,10,""
2021-09-27,5,11,0,0,3,0,19,"",2021-09-27,3,5,0,0,0,8,""
2021-09-28,3,22,0,0,1,0,26,"",2021-09-28,0,5,0,0,0,5,""
2021-09-29,3,28,2,0,12,0,45,"",2021-09-29,0,5,0,0,0,5,""
2021-09-30,1,20,0,0,5,0,26,"",2021-09-30,0,3,0,0,0,3,""
2021-10-01,7,21,0,0,4,0,32,"",2021-10-01,1,4,0,0,0,5,""
2021-10-02,2,17,1,0,5,0,25,"",2021-10-02,0,4,0,0,0,4,""
2021-10-03,2,4,0,0,3,0,9,"",2021-10-03,0,1,0,0,0,1,""
2021-10-04,0,3,0,0,2,0,5,"",2021-10-04,0,0,0,0,0,0,""
2021-10-05,0,13,0,0,7,0,20,"",2021-10-05,0,2,0,0,0,2,""
2021-10-06,1,11,0,0,4,0,16,"",2021-10-06,0,1,0,0,0,1,""
2021-10-07,1,9,0,0,4,0,14,"",2021-10-07,0,4,0,0,0,4,""
2021-10-08,1,8,0,0,12,0,21,"",2021-10-08,0,2,0,0,0,2,""
2021-10-09,0,19,0,0,5,0,24,"",2021-10-09,0,2,0,0,0,2,""
2021-10-10,0,12,0,0,5,0,17,"",2021-10-10,0,0,0,0,0,0,""
2021-10-11,5,8,0,0,3,0,16,"",2021-10-11,0,0,0,0,0,0,""
2021-10-12,4,8,0,0,4,0,16,"",2021-10-12,0,2,0,0,0,2,""
2021-10-13,2,12,1,0,6,0,21,"",2021-10-13,0,2,0,0,0,2,""
2021-10-14,6,24,0,0,15,0,45,"",2021-10-14,6,10,0,0,0,16,""
2021-10-15,0,12,0,0,15,0,27,"",2021-10-15,0,3,0,0,0,3,""
2021-10-16,3,10,1,1,9,0,24,"",2021-10-16,0,5,0,0,0,5,""
2021-10-17,11,22,1,0,4,0,38,"",2021-10-17,1,16,1,0,0,18,""
2021-10-18,3,7,0,0,1,0,11,"",2021-10-18,0,0,0,0,0,0,""
2021-10-19,0,5,0,0,7,0,12,"",2021-10-19,0,2,0,0,0,2,""
2021-10-20,1,9,2,0,2,0,14,"",2021-10-20,0,6,0,0,0,6,""
2021-10-21,0,6,1,0,4,0,11,"",2021-10-21,0,2,0,0,0,2,""
2021-10-22,5,7,0,0,3,0,15,"",2021-10-22,0,0,0,0,0,0,""
2021-10-23,0,4,0,0,1,0,5,"",2021-10-23,0,1,0,0,0,1,""
2021-10-24,2,13,0,0,3,0,18,"",2021-10-24,1,3,0,0,0,4,""
2021-10-25,0,0,0,0,1,0,1,"",2021-10-25,0,0,0,0,0,0,""
2021-10-26,0,6,0,0,7,0,13,"",2021-10-26,0,1,0,0,0,1,""
2021-10-27,0,5,0,0,4,0,9,"",2021-10-27,0,0,0,0,0,0,""
2021-10-28,0,1,0,0,4,0,5,"",2021-10-28,0,0,0,0,0,0,""
2021-10-29,1,0,0,0,7,0,8,"",2021-10-29,0,0,0,0,0,0,""
2021-10-30,0,3,0,0,5,0,8,"",2021-10-30,0,1,0,0,0,1,""
