day01,X.20,X30_40,X50_60,X70_80,X90.,agenull,man,woman,sexnull,備考
2021-12-05T00:00,16806,15357,10097,5798,1249,11868,26099,24224,10852,""
2021-12-06T00:00,16806,15357,10097,5798,1249,11870,26099,24224,10854,""
2021-12-07T00:00,16806,15358,10098,5798,1249,11870,26101,24224,10854,""
2021-12-08T00:00,16806,15360,10098,5798,1249,11870,26103,24224,10854,""
2021-12-09T00:00,16809,15362,10099,5799,1249,11870,26108,24226,10854,""
2021-12-10T00:00,16810,15362,10099,5800,1249,11871,26110,24227,10854,""
2021-12-11T00:00,16810,15364,10100,5800,1249,11873,26111,24229,10856,""
2021-12-12T00:00,16810,15364,10100,5800,1249,11876,26111,24229,10859,""
2021-12-13T00:00,16810,15365,10100,5800,1249,11876,26112,24229,10859,""
2021-12-14T00:00,16810,15367,10100,5800,1249,11878,26112,24232,10860,""
2021-12-15T00:00,16813,15368,10100,5800,1249,11880,26114,24234,10862,""
2021-12-16T00:00,16819,15371,10101,5800,1250,11881,26118,24241,10863,""
2021-12-17T00:00,16820,15372,10101,5800,1250,11882,26119,24242,10864,""
2021-12-18T00:00,16826,15373,10103,5803,1250,11884,26124,24249,10866,""
2021-12-19T00:00,16829,15374,10103,5807,1250,11888,26130,24251,10870,""
2021-12-20T00:00,16831,15379,10105,5809,1251,11890,26137,24258,10870,""
2021-12-21T00:00,16837,15382,10106,5812,1251,11892,26142,24266,10872,""
2021-12-22T00:00,16844,15391,10109,5819,1253,11893,26153,24284,10872,""
2021-12-23T00:00,16850,15403,10112,5820,1253,11897,26168,24291,10876,""
2021-12-24T00:00,16852,15405,10116,5822,1253,11899,26177,24292,10878,""
2021-12-25T00:00,16854,15407,10121,5829,1255,11903,26186,24301,10882,""
2021-12-26T00:00,16860,15411,10123,5832,1256,11909,26197,24307,10887,""
2021-12-27T00:00,16863,15414,10124,5834,1256,11911,26200,24313,10889,""
2021-12-28T00:00,16865,15420,10126,5834,1256,11921,26203,24320,10899,""
2021-12-29T00:00,16875,15430,10126,5836,1256,11925,26211,24334,10903,""
2021-12-30T00:00,16887,15434,10129,5836,1257,11937,26223,24343,10914,""
2021-12-31T00:00,16893,15439,10131,5840,1257,11941,26234,24350,10917,""
2022-01-01T00:00,16894,15445,10134,5844,1258,11949,26242,24357,10925,""
2022-01-02T00:00,16899,15448,10134,5845,1259,11955,26249,24360,10931,""
2022-01-03T00:00,16902,15450,10135,5847,1260,11956,26253,24365,10932,""
2022-01-04T00:00,16908,15460,10140,5848,1260,11960,26269,24371,10936,""
2022-01-05T00:00,16913,15473,10146,5849,1260,11969,26283,24382,10945,""
2022-01-06T00:00,16934,15497,10161,5854,1262,11976,26335,24398,10951,""
2022-01-07T00:00,16963,15525,10177,5863,1264,11986,26381,24435,10962,""
2022-01-08T00:00,17016,15551,10206,5875,1266,11996,26448,24490,10972,""
2022-01-09T00:00,17066,15578,10227,5886,1266,12004,26505,24542,10980,""
2022-01-10T00:00,17109,15602,10241,5896,1267,12018,26550,24593,10990,""
2022-01-11T00:00,17159,15633,10260,5904,1267,12027,26605,24646,10999,""
2022-01-12T00:00,17255,15675,10289,5919,1268,12041,26708,24732,11007,""
2022-01-13T00:00,17458,15734,10316,5930,1269,12068,26868,24883,11024,""
2022-01-14T00:00,17730,15806,10373,5945,1269,12119,27117,25078,11047,""
2022-01-15T00:00,18197,15910,10433,5964,1270,12163,27497,25375,11065,""
2022-01-16T00:00,18629,16039,10494,5980,1273,12214,27844,25689,11096,""
2022-01-17T00:00,19026,16159,10553,6006,1276,12252,28194,25953,11125,""
2022-01-18T00:00,19412,16289,10652,6033,1280,12304,28555,26263,11152,""
2022-01-19T00:00,20052,16589,10798,6061,1285,12355,29154,26812,11174,""
2022-01-20T00:00,20816,16937,10982,6127,1305,12410,29879,27507,11191,""
2022-01-21T00:00,21675,17375,11184,6189,1315,12483,30740,28272,11209,""
2022-01-22T00:00,22502,17808,11399,6259,1336,12522,31532,29070,11224,""
2022-01-23T00:00,23355,18217,11595,6335,1349,12566,32364,29818,11235,""
2022-01-24T00:00,24139,18650,11815,6418,1388,12596,33146,30612,11248,""
2022-01-25T00:00,24913,19060,11997,6507,1409,12655,33909,31359,11273,2022-03-04修正済（50歳代女性1名減）
2022-01-26T00:00,25943,19666,12253,6590,1432,12748,34962,32349,11321,""
2022-01-27T00:00,27339,20467,12648,6748,1461,12825,36346,33783,11359,""
2022-01-28T00:00,28656,21330,13041,6877,1490,12869,37760,35129,11374,""
2022-01-29T00:00,30138,22263,13418,7028,1503,12915,39257,36633,11375,""
2022-01-30T00:00,31452,23172,13776,7160,1528,12959,40591,38079,11377,""
2022-01-31T00:00,32560,23811,14053,7305,1559,13025,41757,39179,11377,""
2022-02-01T00:00,33899,24586,14375,7455,1584,13074,43099,40496,11378,""
2022-02-02T00:00,35687,25660,14798,7651,1630,13134,44900,42282,11378,""
2022-02-03T00:00,37507,26870,15260,7852,1658,13201,46755,44204,11389,""
2022-02-04T00:00,39170,28016,15714,8049,1685,13257,48452,45858,11581,""
2022-02-05T00:00,40980,29364,16230,8296,1747,13320,50393,47948,11596,""
2022-02-06T00:00,42545,30489,16672,8522,1795,13378,52100,49685,11616,""
2022-02-07T00:00,43779,31316,17029,8703,1846,13415,53339,51132,11617,""
2022-02-08T00:00,45085,32230,17402,8869,1887,13493,54757,52592,11617,2022-02-28修正済（男性+1、女性-1）、2022-03-04修正済（20歳代女性1名減）
2022-02-09T00:00,46760,33299,17904,9123,1934,13552,56467,54480,11625,""
2022-02-10T00:00,48665,34555,18453,9371,1992,13633,58169,56225,12275,2022-02-28修正済（40歳代+1、50歳代-1）
2022-02-11T00:00,50282,35699,18929,9665,2074,13703,59978,58085,12289,""
2022-02-12T00:00,51661,36703,19407,9953,2141,13767,61542,59800,12290,""
2022-02-13T00:00,52761,37541,19811,10211,2196,13804,62856,61174,12294,""
2022-02-14T00:00,53705,38233,20096,10428,2252,13862,63931,62351,12294,""
2022-02-15T00:00,54646,38928,20408,10632,2288,13956,65059,63504,12295,""
2022-02-16T00:00,55826,39798,20795,10887,2346,14021,66413,64965,12295,""
2022-02-17T00:00,57359,40917,21327,11180,2431,14087,68168,66833,12300,""
2022-02-18T00:00,58379,41736,21716,11461,2520,14145,69441,68211,12305,""
2022-02-19T00:00,59523,42564,22141,11735,2589,14202,70788,69657,12309,""
2022-02-20T00:00,60537,43199,22476,11952,2644,14279,71907,70859,12321,旭川市発表の修正済（60代男性1名減）
2022-02-21T00:00,61388,43734,22710,12153,2707,14319,72839,71850,12322,""
2022-02-22T00:00,62334,44247,22969,12355,2758,14388,73792,72937,12322,2022-03-04修正済（30歳代男性1名減）
2022-02-23T00:00,63411,44908,23275,12571,2818,14461,74911,74211,12322,""
2022-02-24T00:00,64570,45661,23650,12795,2887,14502,76126,75615,12324,""
2022-02-25T00:00,65390,46236,23898,12945,2946,14579,77041,76627,12326,2022-02-26修正済（60歳代女性1名減）
2022-02-26T00:00,66476,47034,24203,13125,3000,14624,78261,77872,12329,""
2022-02-27T00:00,67562,47806,24508,13326,3056,14666,79431,79153,12340,2022-03-04修正済（10歳代男性1名減）
2022-02-28T00:00,68278,48308,24700,13458,3090,14693,80176,80011,12340,2022-03-04修正済（40歳代男性、50歳代男性各1名減）
2022-03-01T00:00,68943,48779,24877,13556,3117,14735,80894,80773,12340,""
2022-03-02T00:00,70010,49412,25175,13685,3154,14803,82026,81872,12341,""
2022-03-03T00:00,71095,50092,25450,13853,3210,14844,83114,83074,12356,""
2022-03-04T00:00,71888,50639,25676,14021,3264,14903,83958,84077,12356,""
2022-03-05T00:00,72635,51118,25903,14127,3287,14948,84762,84900,12356,""
2022-03-06T00:00,73505,51628,26113,14253,3342,14980,85599,85861,12361,2022-03-08修正済（70歳代男性1名減）
2022-03-07T00:00,74030,51961,26246,14318,3356,15016,86123,86443,12361,""
2022-03-08T00:00,74712,52300,26380,14404,3371,15089,86773,87122,12361,""
2022-03-09T00:00,75731,52884,26578,14513,3391,15144,87729,88151,12361,""
2022-03-10T00:00,76695,53530,26824,14606,3419,15192,88706,89198,12362,""
2022-03-11T00:00,77456,54051,27015,14686,3435,15267,89504,90044,12362,""
2022-03-12T00:00,78304,54566,27210,14776,3450,15305,90309,90940,12362,""
2022-03-13T00:00,79054,55005,27345,14839,3476,15333,90995,91689,12368,""
2022-03-14T00:00,79592,55297,27478,14875,3492,15360,91501,92224,12369,""
2022-03-15T00:00,80198,55638,27602,14922,3502,15428,92052,92869,12369,""
2022-03-16T00:00,81230,56175,27817,14980,3518,15503,92998,93856,12369,""
2022-03-17T00:00,82181,56755,28002,15030,3523,15556,93909,94765,12373,""
2022-03-18T00:00,83036,57299,28202,15092,3538,15594,94747,95640,12374,""
2022-03-19T00:00,83828,57814,28352,15139,3549,15665,95539,96434,12374,""
2022-03-20T00:00,84621,58307,28488,15189,3559,15702,96276,97216,12374,""
2022-03-21T00:00,85169,58605,28596,15211,3568,15726,96740,97761,12374,""
2022-03-22T00:00,85681,58848,28681,15230,3569,15751,97160,98226,12374,""
2022-03-23T00:00,86331,59245,28787,15275,3575,15771,97767,98843,12374,""
2022-03-24T00:00,87393,59887,29003,15360,3595,15794,98762,99896,12374,""
2022-03-25T00:00,88574,60541,29218,15412,3604,15821,99816,100980,12374,""
2022-03-26T00:00,89411,61131,29411,15463,3615,15839,100620,101875,12375,2022-03-28修正済（10歳未満女性1名減）
2022-03-27T00:00,90219,61614,29536,15505,3629,15864,101333,102657,12377,""
2022-03-28T00:00,90904,61974,29650,15544,3629,15866,101917,103273,12377,""
2022-03-29T00:00,91639,62358,29782,15607,3656,15892,102576,103981,12377,""
2022-03-30T00:00,92776,62911,29981,15663,3661,15921,103534,105002,12377,""
2022-03-31T00:00,93905,63579,30189,15727,3677,15942,104635,106006,12378,""
2022-04-01T00:00,94951,64263,30379,15797,3687,15975,105651,107022,12379,""
2022-04-02T00:00,96017,64892,30578,15854,3695,16001,106619,108038,12380,""
2022-04-03T00:00,96957,65469,30799,15914,3725,16018,107513,108989,12380,""
2022-04-04T00:00,97757,65972,31004,15968,3735,16023,108243,109836,12380,""
2022-04-05T00:00,98548,66473,31169,16052,3754,16052,109015,110653,12380,""
2022-04-06T00:00,99769,67205,31459,16128,3773,16084,110166,111872,12380,""
2022-04-07T00:00,100941,67968,31733,16196,3790,16136,111343,113037,12384,""
2022-04-08T00:00,102053,68667,32013,16265,3797,16185,112405,114191,12384,""
2022-04-09T00:00,103183,69378,32282,16344,3827,16239,113524,115342,12387,2022-04-23修正済（70歳代女性1名減）
2022-04-10T00:00,104288,70028,32548,16417,3851,16266,114601,116410,12387,""
2022-04-11T00:00,105068,70546,32721,16472,3864,16277,115336,117225,12387,""
2022-04-12T00:00,106058,71126,32904,16544,3875,16346,116263,118203,12387,""
2022-04-13T00:00,107469,71925,33210,16630,3881,16451,117630,119547,12389,""
2022-04-14T00:00,108889,72799,33515,16715,3895,16521,119026,120915,12393,""
2022-04-15T00:00,110164,73661,33804,16807,3924,16578,120296,122249,12393,2022-04-16修正済（10歳未満男性1名減）
2022-04-16T00:00,111440,74423,34088,16886,3948,16610,121509,123491,12395,""
2022-04-17T00:00,112581,75034,34336,16967,3956,16634,122520,124592,12396,""
2022-04-18T00:00,113527,75603,34518,17019,3963,16644,123416,125462,12396,""
2022-04-19T00:00,114673,76200,34729,17069,3970,16700,124439,126504,12398,""
2022-04-20T00:00,116396,77079,34998,17187,4000,16739,126017,127984,12398,""
2022-04-21T00:00,118120,78019,35306,17273,4020,16793,127532,129601,12398,""
2022-04-22T00:00,119593,78950,35570,17379,4047,16837,128939,131039,12398,""
2022-04-23T00:00,121010,79873,35872,17474,4061,16871,130307,132455,12399,""
2022-04-24T00:00,122375,80739,36152,17548,4076,16904,131575,133820,12399,""
2022-04-25T00:00,123430,81302,36305,17604,4099,16921,132493,134769,12399,""
2022-04-26T00:00,124584,81963,36516,17662,4105,16963,133520,135874,12399,""
2022-04-27T00:00,126215,82972,36835,17769,4124,17037,135030,137522,12400,""
2022-04-28T00:00,127833,83987,37143,17896,4156,17096,136528,139183,12400,""
2022-04-29T00:00,129254,84921,37470,18025,4185,17183,137915,140722,12401,""
2022-04-30T00:00,130483,85740,37756,18122,4211,17228,139101,142037,12402,""
2022-05-01T00:00,131354,86356,37952,18219,4232,17281,139974,143017,12403,""
2022-05-02T00:00,132297,86908,38152,18296,4252,17294,140813,143983,12403,""
2022-05-03T00:00,133112,87460,38340,18365,4265,17375,141641,144873,12403,""
2022-05-04T00:00,134199,88083,38549,18462,4297,17417,142658,145946,12403,""
2022-05-05T00:00,135132,88691,38740,18550,4313,17435,143518,146939,12404,""
2022-05-06T00:00,135945,89220,38916,18640,4343,17465,144304,147821,12404,""
2022-05-07T00:00,137003,89874,39137,18720,4372,17535,145307,148930,12404,""
2022-05-08T00:00,138593,90787,39492,18864,4400,17620,146827,150524,12405,""
2022-05-09T00:00,139879,91581,39774,18994,4431,17653,148095,151811,12406,""
2022-05-10T00:00,141167,92240,40042,19092,4449,17722,149284,153022,12406,""
2022-05-11T00:00,142903,93170,40400,19222,4476,17800,150869,154694,12408,""
2022-05-12T00:00,144569,94079,40761,19374,4505,17859,152419,156320,12408,""
2022-05-13T00:00,146125,94975,41137,19510,4531,17902,153919,157853,12408,2022-06-07修正済（10歳代女性1名減）
2022-05-14T00:00,147530,95744,41470,19653,4580,17974,155254,159289,12408,""
2022-05-15T00:00,148748,96436,41794,19828,4632,18001,156459,160572,12408,""
2022-05-16T00:00,149781,97022,42012,19953,4669,18023,157412,161640,12408,""
2022-05-17T00:00,150741,97562,42232,20051,4687,18091,158310,162646,12408,""
2022-05-18T00:00,152140,98318,42517,20182,4723,18161,159597,164036,12408,""
2022-05-19T00:00,153575,99133,42821,20322,4766,18235,160923,165521,12408,""
2022-05-20T00:00,154810,99992,43078,20448,4797,18280,162171,166826,12408,""
2022-05-21T00:00,155905,100701,43318,20588,4822,18311,163228,168009,12408,""
2022-05-22T00:00,156858,101359,43560,20726,4853,18354,164163,169139,12408,""
2022-05-23T00:00,157562,101846,43714,20826,4869,18361,164870,169899,12409,""
2022-05-24T00:00,158195,102273,43878,20907,4883,18411,165534,170604,12409,""
2022-05-25T00:00,159215,102884,44142,21017,4915,18468,166539,171692,12410,""
2022-05-26T00:00,160127,103512,44376,21139,4937,18500,167461,172720,12410,""
2022-05-27T00:00,160850,104077,44571,21233,4955,18529,168225,173580,12410,""
2022-05-28T00:00,161534,104574,44741,21342,4994,18545,168920,174400,12410,""
2022-05-29T00:00,162092,105012,44887,21405,5010,18565,169476,175085,12410,""
2022-05-30T00:00,162515,105309,44984,21462,5022,18573,169900,175555,12410,""
2022-05-31T00:00,162939,105570,45099,21523,5041,18596,170323,176035,12410,""
2022-06-01T00:00,163532,105960,45238,21590,5053,18635,170926,176672,12410,""
2022-06-02T00:00,164054,106357,45401,21691,5066,18654,171504,177309,12410,""
2022-06-03T00:00,164510,106715,45517,21771,5080,18668,171991,177860,12410,""
2022-06-04T00:00,164932,106999,45628,21830,5090,18681,172437,178313,12410,""
2022-06-05T00:00,165366,107281,45739,21894,5102,18688,172877,178783,12410,""
2022-06-06T00:00,165694,107482,45804,21943,5108,18688,173193,179116,12410,""
2022-06-07T00:00,166043,107684,45865,22003,5116,18709,173526,179484,12410,""
2022-06-08T00:00,166664,108055,45987,22064,5129,18742,174108,180123,12410,""
2022-06-09T00:00,167134,108363,46106,22122,5144,18764,174558,180665,12410,""
2022-06-10T00:00,167567,108684,46211,22176,5155,18782,174977,181188,12410,""
2022-06-11T00:00,167965,108971,46314,22232,5165,18800,175347,181690,12410,""
2022-06-12T00:00,168347,109216,46412,22277,5192,18815,175709,182140,12410,""
2022-06-13T00:00,168614,109389,46467,22311,5198,18816,175973,182412,12410,""
2022-06-14T00:00,168920,109585,46517,22352,5210,18832,176242,182764,12410,""
2022-06-15T00:00,169418,109861,46625,22414,5221,18842,176667,183304,12410,""
2022-06-16T00:00,169858,110149,46732,22456,5239,18849,177082,183791,12410,""
2022-06-17T00:00,170228,110434,46813,22500,5250,18853,177469,184199,12410,""
2022-06-18T00:00,170542,110670,46906,22534,5260,18858,177798,184562,12410,""
2022-06-19T00:00,170851,110921,46991,22575,5270,18865,178148,184915,12410,""
2022-06-20T00:00,171069,111063,47036,22598,5274,18867,178367,185130,12410,""
2022-06-21T00:00,171300,111204,47086,22630,5283,18877,178591,185379,12410,""
2022-06-22T00:00,171655,111427,47182,22666,5286,18887,178925,185768,12410,""
2022-06-23T00:00,172025,111665,47282,22698,5297,18889,179280,186166,12410,""
2022-06-24T00:00,172332,111900,47357,22745,5300,18895,179578,186541,12410,""
2022-06-25T00:00,172612,112071,47445,22783,5304,18899,179852,186852,12410,""
2022-06-26T00:00,172852,112288,47506,22808,5309,18901,180110,187144,12410,""
2022-06-27T00:00,173002,112396,47534,22839,5310,18901,180253,187319,12410,""
2022-06-28T00:00,173229,112524,47578,22856,5311,18905,180476,187517,12410,""
2022-06-29T00:00,173586,112732,47656,22897,5318,18926,180805,187900,12410,""
2022-06-30T00:00,173867,112965,47750,22927,5318,18933,181113,188237,12410,""
2022-07-01T00:00,174182,113172,47816,22965,5322,18944,181417,188574,12410,""
2022-07-02T00:00,174477,113380,47891,23004,5327,18948,181710,188907,12410,""
2022-07-03T00:00,174758,113589,47956,23048,5338,18955,182006,189228,12410,""
2022-07-04T00:00,174954,113708,48003,23082,5343,18961,182196,189445,12410,""
2022-07-05T00:00,175195,113888,48079,23112,5350,18988,182439,189763,12410,""
2022-07-06T00:00,175573,114134,48197,23162,5361,19006,182838,190185,12410,""
2022-07-07T00:00,175973,114417,48323,23219,5376,19026,183286,190638,12410,""
2022-07-08T00:00,176366,114685,48454,23292,5382,19042,183704,191107,12410,""
2022-07-09T00:00,176762,114955,48593,23361,5399,19062,184147,191575,12410,""
2022-07-10T00:00,177175,115234,48707,23401,5404,19070,184553,192028,12410,""
2022-07-11T00:00,177455,115415,48797,23435,5411,19080,184852,192331,12410,""
2022-07-12T00:00,177853,115654,48904,23476,5412,19097,185256,192730,12410,""
2022-07-13T00:00,178542,116035,49077,23552,5418,19121,185909,193426,12410,""
2022-07-14T00:00,179339,116548,49347,23642,5428,19154,186766,194282,12410,""
2022-07-15T00:00,180185,117042,49603,23737,5439,19186,187645,195137,12410,""
2022-07-16T00:00,181048,117617,49909,23864,5456,19226,188606,196104,12410,""
2022-07-17T00:00,181898,118131,50217,23983,5475,19249,189493,197049,12411,""
2022-07-18T00:00,182595,118591,50459,24079,5491,19253,190250,197807,12411,""
2022-07-19T00:00,183105,118945,50670,24161,5498,19274,190852,198390,12411,""
2022-07-20T00:00,184052,119593,50973,24269,5515,19311,191899,199403,12411,""
2022-07-21T00:00,185827,120797,51610,24503,5546,19395,193875,201392,12411,""
2022-07-22T00:00,187794,122163,52353,24790,5575,19467,196093,203638,12411,""
2022-07-23T00:00,189762,123584,53161,25098,5620,19553,198350,206017,12411,""
2022-07-24T00:00,191502,124781,53897,25401,5656,19613,200330,208109,12411,""
2022-07-25T00:00,192947,125780,54523,25643,5689,19629,201985,209815,12411,""
2022-07-26T00:00,194266,126784,55053,25879,5730,19767,203598,211470,12411,""
2022-07-27T00:00,196693,128490,55968,26228,5780,19842,206355,214235,12411,""
2022-07-28T00:00,199053,130294,56912,26583,5816,20019,209125,217141,12411,""
2022-07-29T00:00,201722,132430,58045,27017,5880,20177,212394,220466,12411,""
2022-07-30T00:00,204297,134513,59033,27432,5934,20348,215445,223701,12411,""
2022-07-31T00:00,206823,136349,60077,27846,6022,20505,218387,226823,12412,""
2022-08-01T00:00,208644,137822,60911,28198,6067,20563,220633,229160,12412,""
2022-08-02T00:00,210451,139301,61741,28491,6121,20733,222955,231471,12412,""
2022-08-03T00:00,213220,141485,62943,28997,6215,20908,226318,235038,12412,""
2022-08-04T00:00,215961,143819,64333,29489,6285,21085,229840,238720,12412,""
2022-08-05T00:00,218752,146135,65662,30039,6357,21237,233278,242492,12412,""
2022-08-06T00:00,221344,148286,66895,30669,6467,21402,236605,246046,12412,""
2022-08-07T00:00,223759,150281,68023,31184,6576,21562,239594,249379,12412,""
2022-08-08T00:00,225721,151907,68968,31604,6665,21618,242054,252017,12412,""
2022-08-09T00:00,227821,153704,69957,32043,6729,21775,244753,254864,12412,""
2022-08-10T00:00,230772,156122,71451,32637,6830,21990,248464,258926,12412,""
2022-08-11T00:00,233665,158468,72940,33277,6923,22189,252163,262887,12412,""
2022-08-12T00:00,236549,160684,74213,33797,7011,22266,255580,266528,12412,""
2022-08-13T00:00,238905,162683,75385,34282,7108,22439,258589,269801,12412,""
2022-08-14T00:00,241102,164572,76503,34828,7199,22604,261471,272925,12412,""
2022-08-15T00:00,243143,166227,77477,35285,7286,22680,263907,275779,12412,""
2022-08-16T00:00,245176,167972,78501,35785,7385,22819,266490,278736,12412,""
2022-08-17T00:00,247752,170171,79780,36320,7483,23012,269803,282303,12412,""
2022-08-18T00:00,250870,172876,81386,36926,7589,23186,273898,286523,12412,""
2022-08-19T00:00,254242,175621,83000,37558,7682,23362,278141,290912,12412,""
2022-08-20T00:00,257101,177870,84533,38258,7801,23492,281847,294796,12412,""
2022-08-21T00:00,259620,179714,85743,38818,7890,23630,284926,298076,12413,""
2022-08-22T00:00,261700,181339,86860,39278,7968,23667,287572,300827,12413,""
2022-08-23T00:00,263820,183001,87962,39781,8029,23806,290311,303675,12413,""
