id,date,title,link,pre,resident
1,20200116,新型コロナウイルスに関連した肺炎の患者の発生について（1例目）,https://www.mhlw.go.jp/stf/newpage_08906.html,神奈川,日本
2,20200124,新型コロナウイルスに関連した肺炎の患者の発生について（2例目）,https://www.mhlw.go.jp/stf/newpage_09079.html,東京,中国
3,20200125,新型コロナウイルスに関連した肺炎の患者の発生について（3例目）,https://www.mhlw.go.jp/stf/newpage_09099.html,東京,中国
4,20200126,新型コロナウイルスに関連した肺炎の患者の発生について（4例目）,https://www.mhlw.go.jp/stf/newpage_09100.html,愛知,中国
5,20200128,新型コロナウイルスに関連した肺炎の患者の発生について（5例目）,https://www.mhlw.go.jp/stf/newpage_09154.html,愛知,中国
6,20200128,新型コロナウイルスに関連した肺炎の患者の発生について（6例目）,https://www.mhlw.go.jp/stf/newpage_09153.html,奈良,日本
7,20200128,新型コロナウイルスに関連した肺炎の患者の発生について（7例目）,https://www.mhlw.go.jp/stf/newpage_09158.html,北海道,中国
8,20200129,新型コロナウイルスに関連した肺炎の患者の発生について（8例目）,https://www.mhlw.go.jp/stf/newpage_09201.html,大阪,日本
9,20200130,新型コロナウイルスに関連した患者（９例目）及び無症状病原体保有者（＊）の発生について,https://www.mhlw.go.jp/stf/newpage_09205.html,チャーター便,-
10,20200130,新型コロナウイルスに関連した肺炎の患者の発生について（10例目）,https://www.mhlw.go.jp/stf/newpage_09236.html,三重,日本
11,20200130,新型コロナウイルスに関連した肺炎の患者の発生について（11例目）,https://www.mhlw.go.jp/stf/newpage_09237.html,東京,中国
12,20200130,新型コロナウイルスに関連した肺炎の患者の発生について（12例目）,https://www.mhlw.go.jp/stf/newpage_09239.html,京都,日本
13,20200131,新型コロナウイルスに関連した肺炎の患者の発生について（13例目）,https://www.mhlw.go.jp/stf/newpage_09271.html,千葉,日本
14,20200131,新型コロナウイルスに関連した無症状病原体保有者（＊）の発生について,https://www.mhlw.go.jp/stf/newpage_09273.html,チャーター便,-
15,20200201,新型コロナウイルスに関連した患者（14、15例目）及び無症状病原体保有者（＊）の発生について,https://www.mhlw.go.jp/stf/newpage_09278.html,チャーター便,-
16,20200204,新型コロナウイルスに関連した肺炎の患者の発生について（17例目）,https://www.mhlw.go.jp/stf/newpage_09310.html,千葉,中国
17,20200204,新型コロナウイルスに関連した肺炎の患者の発生について（18例目）,https://www.mhlw.go.jp/stf/newpage_09311.html,チャーター便,-
18,20200204,新型コロナウイルスに関連した肺炎の患者の発生について（19例目）,https://www.mhlw.go.jp/stf/newpage_09312.html,東京,中国
19,20200205,横浜港に寄港したクルーズ船内で確認された新型コロナウイルス感染症について,https://www.mhlw.go.jp/stf/newpage_09276.html,プリンセス号,-
20,20200205,新型コロナウイルスに関連した患者の発生について（20例目）,https://www.mhlw.go.jp/stf/newpage_09333.html,千葉,中国
21,20200205,新型コロナウイルスに関連した患者の発生について（21例目）,https://www.mhlw.go.jp/stf/newpage_09336.html,京都,日本
22,20200206,新型コロナウイルス感染症の現在の状況と厚生労働省の対応について（令和２年２月６日版）,https://www.mhlw.go.jp/stf/newpage_09360.html,プリンセス号,-
23,20200207,横浜港で検疫中のクルーズ船内で確認された新型コロナウイルス感染症について（第３報）,https://www.mhlw.go.jp/stf/newpage_09340.html,プリンセス号,-
24,20200207,新型コロナウイルス感染症の現在の状況と厚生労働省の対応について（令和２年２月７日版）,https://www.mhlw.go.jp/stf/newpage_09396.html,チャーター便,-
25,20200208,新型コロナウイルスに関連したチャーター便（第４便）に係る帰還邦人の検査結果について,https://www.mhlw.go.jp/stf/newpage_09399.html,チャーター便,-
26,20200208,横浜港に寄港したクルーズ船内で確認された新型コロナウイルス感染症について（第４報）,https://www.mhlw.go.jp/stf/newpage_09398.html,プリンセス号,-
27,20200209,横浜港で検疫中のクルーズ船内で確認された新型コロナウイルス感染症について（第５報）,https://www.mhlw.go.jp/stf/newpage_09405.html,プリンセス号,-
28,20200210,横浜港で検疫中のクルーズ船内で確認された新型コロナウイルス感染症について（第６報）,https://www.mhlw.go.jp/stf/newpage_09419.html,プリンセス号,-
29,20200211,新型コロナウイルスに関連した患者の発生について（24例目）,https://www.mhlw.go.jp/stf/newpage_09422.html,チャーター便,-
30,20200211,新型コロナウイルスに関連した患者の発生について（25例目）,https://www.mhlw.go.jp/stf/newpage_09423.html,チャーター便,-
31,20200212,新型コロナウイルス感染者について（情報提供）,https://www.mhlw.go.jp/stf/newpage_09424.html,プリンセス号-神奈川,検疫官
32,20200212,新型コロナウイルス感染症の現在の状況と厚生労働省の対応について（令和２年２月12日版）,https://www.mhlw.go.jp/stf/newpage_09450.html,プリンセス号,-
33,20200213,横浜港で検疫中のクルーズ船内で確認された新型コロナウイルス感染症について（第８報）,https://www.mhlw.go.jp/stf/newpage_09425.html,プリンセス号,-
34,20200213,新型コロナウイルスに関連した患者の発生について（27例目）,https://www.mhlw.go.jp/stf/newpage_09503.html,神奈川,日本
35,20200213,新型コロナウイルスに関連した患者の発生について（28例目）,https://www.mhlw.go.jp/stf/newpage_09504.html,東京,日本
36,20200213,新型コロナウイルスに関連した患者の発生について（29例目）,https://www.mhlw.go.jp/stf/newpage_09505.html,和歌山,日本
37,20200213,新型コロナウイルスに関連した患者の発生について（30例目）,https://www.mhlw.go.jp/stf/newpage_09506.html,千葉,日本
38,20200214,新型コロナウイルスに関連したチャーター便に係る帰還邦人の検査結果について,https://www.mhlw.go.jp/stf/newpage_09537.html,チャーター便,-
39,20200214,新型コロナウイルスに関連した患者の発生について,https://www.mhlw.go.jp/stf/newpage_09539.html,和歌山-沖縄-東京都-愛知-北海道,日本
40,20200214,新型コロナウイルスに関連した患者の発生について,https://www.mhlw.go.jp/stf/newpage_09541.html,プリンセス号-神奈川,救助隊
41,20200215,新型コロナウイルスに関連した患者（38、39、40例目）の発生について,https://www.mhlw.go.jp/stf/newpage_09543.html,和歌山,日本
42,20200215,新型コロナウイルスに関連した患者の発生について（東京都）,https://www.mhlw.go.jp/stf/newpage_09544.html,東京,日本
43,20200215,横浜港で検疫中のクルーズ船内で確認された新型コロナウイルス感染症について（第９報）,https://www.mhlw.go.jp/stf/newpage_09542.html,プリンセス号,-
44,20200215,新型コロナウイルスに関連した患者の発生（43例目）について,https://www.mhlw.go.jp/stf/newpage_09545.html,愛知,日本
45,20200216,横浜港で検疫中のクルーズ船内で確認された新型コロナウイルス感染症について（第１０報）,https://www.mhlw.go.jp/stf/newpage_09547.html,プリンセス号,-
46,20200216,新型コロナウイルスに関連した患者の発生について（東京都、愛知県）,https://www.mhlw.go.jp/stf/newpage_09548.html,東京-愛知,日本
47,20200217,新型コロナウイルス感染者について（情報提供）,https://www.mhlw.go.jp/stf/newpage_09558.html,プリンセス号-神奈川,職員
48,20200217,新型コロナウイルスに関連した患者の発生について（神奈川県、和歌山県、愛知県）,https://www.mhlw.go.jp/stf/newpage_09576.html,神奈川-和歌山-愛知,日本
49,20200217,横浜港で検疫中のクルーズ船内で確認された新型コロナウイルス感染症について（第１１報）,https://www.mhlw.go.jp/stf/newpage_09568.html,プリンセス号,-
50,20200218,横浜港で検疫中のクルーズ船内で確認された新型コロナウイルス感染症について（第１２報）,https://www.mhlw.go.jp/stf/newpage_09606.html,プリンセス号,-
51,20200218,新型コロナウイルスに関連した患者の発生について（54～59例目）,https://www.mhlw.go.jp/stf/newpage_09609.html,和歌山-東京-愛知,日本
52,20200218,横浜市のタクシー運転手男性が新たに感染 神奈川県 横浜市,https://www3.nhk.or.jp/news/html/20200218/k10012291101000.html,神奈川,日本
53,20200219,「市中感染」の可能性 北海道で３例目の新型ウイルス感染確認,https://www3.nhk.or.jp/news/html/20200219/k10012291671000.html,北海道,日本
54,20200219,相模原市で新たに2人感染 1人は死亡した80代女性と同じ病院の入院患者,https://headlines.yahoo.co.jp/hl?a=20200219-00010011-abema-soci,神奈川,日本
55,20200219,横浜港で検疫中のクルーズ船内で確認された新型コロナウイルス感染症について（第１３報）,https://www.mhlw.go.jp/stf/newpage_09640.html,プリンセス号,-
56,20200219,新型コロナウイルスに関連したチャーター便（第５便）に係る帰還邦人等の検査結果について,https://www.mhlw.go.jp/stf/newpage_09636.html,チャーター便,-
57,20200219,新型コロナウイルス北海道感染4人目,https://www.fukuishimbun.co.jp/articles/-/1032307,北海道,日本
58,20200219,沖縄 新型ウイルス感染 2人目の男性は重症の肺炎,https://www3.nhk.or.jp/news/html/20200219/k10012292401000.html,沖縄,日本
59,20200219,新型ウイルス 都内で新たに３人の感染確認,https://www3.nhk.or.jp/news/html/20200219/k10012292791000.html,東京,日本
60,20200219,新型肺炎、名古屋市の50代女性が感染　愛知県で8人目,https://www.asahi.com/articles/ASN2M71MMN2MOIPE02Z.html,愛知,日本
61,20200220,【速報】新型コロナ、福岡市の60代男性が感染　九州で初,https://headlines.yahoo.co.jp/hl?a=20200220-00010006-nishinpc-soci,福岡,日本
62,20200220,新型コロナウイルス感染者について（情報提供）,https://www.mhlw.go.jp/stf/newpage_09653.html,プリンセス号-神奈川,職員
63,20200220,さっぽろ雪まつり会場で感染か "新型コロナ"新たな感染者確認,https://headlines.yahoo.co.jp/hl?a=20200220-00000006-hokkaibunv-hok,北海道,日本
64,20200220,新型コロナ、沖縄で感染3人目,https://www.okinawatimes.co.jp/articles/-/537461,沖縄,日本
65,20200220,新型ウイルス 相模原の病院 新たに80代入院患者の感染判明,https://www3.nhk.or.jp/news/html/20200220/k10012294011000.html,神奈川,日本
66,20200220,千葉県で７０代女性の感染確認,https://www3.nhk.or.jp/lnews/chiba/20200220/1080009943.html,千葉,日本
67,20200220,新型ウイルス 名古屋で80代男性の感染確認 愛知で９例目,https://www3.nhk.or.jp/news/html/20200220/k10012294341000.html,愛知,日本
68,20200220,新型ウイルス クルーズ船 新たに13人感染確認,https://www3.nhk.or.jp/news/html/20200220/k10012294411000.html,プリンセス号,-
69,20200220,新型ウイルス 福岡県内で２人目の感染確認,https://www3.nhk.or.jp/news/html/20200220/k10012294541000.html,福岡,日本
70,20200220,新型ウイルス 横浜市で新たに１人感染確認,https://www3.nhk.or.jp/news/html/20200220/k10012294581000.html,神奈川,日本
71,20200221,新型コロナ 北海道内で新たに3人感染者確認 1人は10歳未満 午後から知事会見へ,https://headlines.yahoo.co.jp/hl?a=20200221-00000001-hokkaibunv-hok,北海道,日本
72,20200221,未就学の男の子が新型コロナウイルスに感染 埼玉県,https://headlines.yahoo.co.jp/hl?a=20200221-00010035-abema-soci,埼玉,日本
73,20200221,新型ウイルス 石川県で初の感染確認 県職員の50代男性,https://www3.nhk.or.jp/news/html/20200221/k10012296081000.html,石川,日本
74,20200221,新型ウイルス 警備員の60代男性感染 千葉では９人目,https://www3.nhk.or.jp/news/html/20200221/k10012296171000.html?utm_int=news_contents_news-main_004,千葉,日本
75,20200221,新型ウイルス 都内で新たに３人の感染確認,https://www3.nhk.or.jp/news/html/20200221/k10012296571000.html,東京,日本
76,20200221,新型ウイルス 名古屋で新たに２人の感染を確認,https://www3.nhk.or.jp/news/html/20200221/k10012296561000.html,愛知,日本
77,20200221,相模原で２人　新たに感染確認,https://www.kanaloco.jp/article/entry-278014.html,神奈川,日本
78,20200221,新型ウイルス 熊本市で1人感染確認 看護師の女性 熊本県内で初,https://www3.nhk.or.jp/news/html/20200221/k10012296691000.html,熊本,日本
79,20200221,新型ウイルス 横浜市で新たに１人感染確認,https://topics.smt.docomo.ne.jp/article/nhknews/nation/nhknews-10012294581_20200220,神奈川,日本
80,20200222,新型ウイルス 熊本県で感染確認３人に 60代男性も新たに確認,https://www3.nhk.or.jp/news/html/20200221/k10012296691000.html,熊本,日本
81,20200222,千葉市の中学校教員 新型ウイルスに感染確認 学校は休校へ,https://www3.nhk.or.jp/news/html/20200222/k10012297181000.html,千葉,日本
82,20200222,新型ウイルス 北海道で新たに８人の感染確認 計16人に,https://www3.nhk.or.jp/news/html/20200222/k10012297291000.html,北海道,日本
83,20200222,新型ウイルス 和歌山市で40代男性の感染確認,https://www3.nhk.or.jp/news/html/20200222/k10012297331000.html,和歌山,日本
84,20200222,都内で新たに１人感染　介護施設で働く男性,https://headlines.yahoo.co.jp/videonews/nnn?a=20200222-00000240-nnn-soci,東京,日本
85,20200222,新型コロナウイルス感染症患者の発生について(その2)(令和2年2月22日),https://www.pref.chiba.lg.jp/shippei/press/2019/ncov20200222-3.html,千葉,日本
86,20200222,北海道で1人追加"17例目の新型コロナ感染者" 北見市の50代男性会社員,https://www.fnn.jp/posts/2020022200000006UHB,北海道,日本
87,20200222,相模原で家族４人が新たに感染,https://www3.nhk.or.jp/lnews/yokohama/20200222/1050009208.html,神奈川,日本
88,20200222,栃木県で初の新型コロナ感染確認,https://this.kiji.is/603909573119100001?c=39550187727945729,栃木,日本
89,20200222,名古屋市で新たに男女4人が感染確認　新型コロナウイルス,https://www.nagoyatv.com/news/?id=215053,愛知,日本
90,20200222,新型コロナウイルス、石川県で10代男性感染,https://www.fukuishimbun.co.jp/articles/-/1034450,石川,日本
91,20200223,新型コロナ 札幌の70代男性の感染確認 北海道の感染者18人に,https://www3.nhk.or.jp/news/html/20200223/k10012297931000.html,北海道,日本
92,20200223,千葉県で新たに感染確認、広島と岐阜へ出張,https://this.kiji.is/604224367469020257,千葉,日本
93,20200223,名古屋で新たに７０代男女の感染確認,https://www.toonippo.co.jp/articles/-/317400,名古屋,日本
94,20200223,新型コロナ 北海道で新たに８人感染確認,https://www3.nhk.or.jp/news/html/20200223/k10012298401000.html,北海道,日本
95,20200223,新型コロナ クルーズ船乗客 ３人目の死亡 80代男性,https://www3.nhk.or.jp/news/html/20200223/k10012298351000.html,プリンセス号,-
96,20200223,新型コロナ クルーズ船で新たに57人感染確認,https://www3.nhk.or.jp/news/html/20200223/k10012298491000.html,プリンセス号,-
97,20200224,クルーズ船で対応の厚労省職員と検疫官が感染,https://news.tv-asahi.co.jp/news_society/articles/000177095.html,プリンセス号-神奈川,職員
98,20200224,コロナウイルス 北海道内で新たに４人が感染確認,https://www3.nhk.or.jp/news/html/20200224/k10012299161000.html,北海道,日本
99,20200224,神奈川県で新たに1人感染確認,https://this.kiji.is/604603323012678753,神奈川,日本
100,20200224,【速報】東京都内で新たに3人感染　都内の感染者32人に,https://www.fnn.jp/posts/00432696CX/202002241811_CX_CX,東京,日本
101,20200224,石川で新たに2人の感染を確認,https://this.kiji.is/604626295773070433,石川,日本
102,20200224,熊本県で4人目新型肺炎　 2例目の男性と接触,https://www.nishinippon.co.jp/item/n/586785/,熊本,日本
103,20200225,新型コロナウイルス クルーズ船乗船者で４人目の死者 80代,https://www3.nhk.or.jp/news/html/20200225/k10012299951000.html,プリンセス号,-
104,20200225,長野県で初の新型コロナ感染者　松本地域の60代男性,https://www.nikkei.com/article/DGXMZO56020020V20C20A2000000/,長野,日本
105,20200225,新型コロナ　熊本県で５人目の感染者,https://headlines.yahoo.co.jp/hl?a=20200225-00000006-rkkv-l43,熊本,日本
106,20200225,新型コロナ北海道で31人目、札幌市は7人目,https://www.nikkei.com/article/DGXMZO56034890V20C20A2L41000/,北海道,日本
107,20200225,北海道、教諭・主婦ら新たに４人感染,https://news.tbs.co.jp/newseye/tbs_newseye3913571.html,北海道,日本
108,20200225,名古屋で女性3人の感染確認,https://this.kiji.is/605015365189321825,愛知,日本
109,20200225,新型ウイルス 徳島県で初の感染確認 クルーズ船から戻った女性,https://www3.nhk.or.jp/news/html/20200225/k10012301341000.html,徳島,日本
110,20200226,新型コロナで函館市の高齢者死亡,https://this.kiji.is/605280482525873249,北海道,日本
111,20200226,北海道で新たに３人感染確認　１人死亡,http://www.news24.jp/articles/2020/02/26/07600881.html,北海道,日本
112,20200226,千葉で新たに３人が感染　ＤＰＡＴの一員も,http://www.news24.jp/articles/2020/02/26/07600897.html,千葉,日本
113,20200226,新型コロナウイルス 東京の80代男性が死亡 厚労省,https://www3.nhk.or.jp/news/html/20200226/k10012303061000.html,東京,日本
114,20200226,名古屋で新たに５人感染確認 新型コロナウイルス,https://www3.nhk.or.jp/news/html/20200226/k10012303071000.html,愛知,日本
115,20200226,新型コロナ、神奈川県内で新たに男性の感染確認,https://www.fukuishimbun.co.jp/articles/-/1036718,神奈川,日本
116,20200226,長野 50代女性１人の感染確認 夫が先に感染確認,https://www3.nhk.or.jp/news/html/20200226/k10012303151000.html,長野,日本
117,20200226,新型肺炎、県内初の感染確認　大垣の５０代男性、重症,https://www.gifu-np.co.jp/news/20200227/20200227-218735.html,岐阜,日本
118,20200226,クルーズ船 新たに14人感染確認 計705人に 新型コロナウイルス,https://www3.nhk.or.jp/news/html/20200226/k10012303111000.html,プリンセス号,-
119,20200227,新型コロナウイルス 石川県で新たに１人感染確認,https://www3.nhk.or.jp/news/html/20200227/k10012304211000.html,石川,日本
120,20200227,新型コロナウイルス 岐阜県で2人目の感染確認,https://www3.nhk.or.jp/news/html/20200227/k10012304381000.html,岐阜,日本
121,20200227,新型コロナウイルス 80代男性死亡 北海道 知内町,https://www3.nhk.or.jp/news/html/20200227/k10012304391000.html,北海道,日本
122,20200227,新型コロナ　神奈川県で５０代男性が感染,http://www.news24.jp/articles/2020/02/27/07601446.html,神奈川,日本
123,20200227,新型コロナウイルス２人の感染確認 札幌市,https://www3.nhk.or.jp/news/html/20200227/k10012304361000.html,北海道,日本
124,20200227,北海道で新たに13人感染確認 10歳未満も２人,https://www3.nhk.or.jp/news/html/20200227/k10012304601000.html,北海道,日本
125,20200227,相模原で新たに男女２人感染確認,https://www3.nhk.or.jp/lnews/yokohama/20200227/1050009257.html,神奈川,日本
126,20200227,新型コロナウイルス 名古屋で新たに２人の感染確認,https://www3.nhk.or.jp/news/html/20200227/k10012305001000.html,愛知,日本
127,20200227,新型コロナウイルス 横浜検疫所職員１人の感染確認,https://www3.nhk.or.jp/news/html/20200227/k10012305041000.html,プリンセス号-神奈川,日本
128,20200227,新型コロナウイルス 東京都内で新たに１人感染確認,https://www3.nhk.or.jp/news/html/20200227/k10012305101000.html,東京,日本
129,20200227,大阪府の４０代男性 感染確認,https://www3.nhk.or.jp/kansai-news/20200227/2000025820.html,大阪,日本
130,20200226,大阪の女性、退院後再び新型コロナ陽性　国内初,https://www.nikkei.com/article/DGXMZO56100960W0A220C2AC8000/,大阪,日本
131,20200225,新型コロナウイルス感染症の道内の発生状況,http://www.pref.hokkaido.lg.jp/hf/kth/kak/hasseijoukyou.htm,北海道,日本
132,20200228,和歌山県で新型コロナウイルスに感染した70代男性が死亡　西日本初,https://news.tv-asahi.co.jp/breaking_news/,和歌山,日本
133,20200228,北海道で新たに12人感染確認で66人に 新型ウイルス,https://www3.nhk.or.jp/news/html/20200228/k10012306581000.html,北海道,日本
134,20200228,神奈川県で70代女性の感染確認,https://this.kiji.is/606051687986824289,神奈川,日本
135,20200228,静岡県で感染初確認 クルーズ船の乗客 新型ウイルス,https://www3.nhk.or.jp/news/html/20200228/k10012306741000.html,静岡,日本
136,20200228,クルーズ船で2人死亡、新型肺炎,https://this.kiji.is/606115861898396769,プリンセス号,-
137,20200228,クルーズ船で作業した30代女性検疫官の感染を確認　検疫官は3人目　厚労省,https://news.tv-asahi.co.jp/breaking_news/,プリンセス号-神奈川,職員
138,20200228,新型ウイルス 大阪市の40代女性と未就学女児の感染確認,https://www3.nhk.or.jp/news/html/20200228/k10012307151000.html,大阪,日本
139,20200228,感染判明者ら13人と仏へ出張…新型コロナ 石川で6人目の感染者 繊維メーカー50代男性会社員,https://headlines.yahoo.co.jp/hl?a=20200228-00002050-ishikawa-l17,石川,日本
140,20200228,名古屋で60代の男性１人の感染確認 新型コロナウイルス,https://www3.nhk.or.jp/news/html/20200228/k10012306991000.html,愛知,日本
141,20200229,新型コロナ　仙台市で1人感染確認　東北地方で初,https://news.tv-asahi.co.jp/news_society/articles/000177592.html,宮城,日本
142,20200229,高知で初めての新型ウイルス感染確認 30代看護師,https://www3.nhk.or.jp/news/html/20200229/k10012307741000.html,高知,日本
143,20200229,新潟市で新型コロナウイルス感染確認,https://this.kiji.is/606296952132699233,新潟,日本
144,20200229,新型コロナ「緊急事態宣言」から一夜… また北海道で新たな感染確認 胆振地方の90代女性 67人目に,https://headlines.yahoo.co.jp/hl?a=20200229-00000001-hokkaibunv-hok,北海道,日本
145,20200229,札幌市で３人感染 道内７０人に,https://www.nhk.or.jp/sapporo-news/20200229/7000018514.html,北海道,日本
146,20200229,都内で20代看護師女性が新型コロナ感染　死亡した80代男性患者との濃厚接触者,https://news.tv-asahi.co.jp/breaking_news/,東京,日本
147,20200229,新型ウイルス 名古屋の70代女性新たに感染確認 愛知で計29人,https://www3.nhk.or.jp/news/html/20200229/k10012308141000.html,愛知,日本
148,20200301,70代男性が死亡 北海道釧路地方 新型コロナウイルス,https://www3.nhk.or.jp/news/html/20200301/k10012308441000.html,北海道,日本
149,20200301,北海道 新たに男女２人の感染確認 計72人に,https://www3.nhk.or.jp/news/html/20200301/k10012308541000.html,北海道,日本
